collection.site,maternal.id,seed.1,seed.2,seed.3,seed.4,seed.5,seed.6,seed.7,seed.8,seed.9,seed.10,seed.11,seed.12,seed.13,seed.14,seed.15,seed.16,seed.17,seed.18,seed.19,seed.20
Kayatape,2091,0.16446,0.16925,0.13714,0.18723,0.17475,0.18409,0.18079,0.18918,0.19233,0.19198,0.18414,0.20801,0.1708,0.18099,0.19113,0.20282,0.19942,0.16466,0.18808,0.18319
Kayatape,2092,0.2021,0.17915,0.20006,0.20832,0.20234,0.18542,0.16813,0.17991,0.19383,0.13915,0.17454,0.17645,0.19103,0.18082,0.18519,0.17892,0.18732,0.20139,0.20338,0.17858
Kayatape,2093,0.16075,0.14803,0.14351,0.16964,0.17253,0.15329,0.16233,0.15618,0.16033,0.16212,0.14992,0.15239,0.1698,0.15907,0.15229,0.13951,0.14703,0.1545,0.15103,0.17426
Kayatape,2094,0.20458,0.17792,0.18259,0.19474,0.17779,0.2057,0.20745,0.18315,0.16658,0.15375,0.172,0.21318,0.18795,0.20203,0.1629,0.19007,0.19468,0.17773,0.18022,0.19094
Kayatape,2095,0.15079,0.16804,0.15279,0.1732,0.16396,0.14063,0.16396,0.1742,0.17282,0.17374,0.14887,0.16766,0.16196,0.16358,0.16912,0.14201,0.18298,0.17975,0.21163,0.16642
Kayatape,2096,0.1415,0.13166,0.12591,0.12917,0.12662,0.13136,0.11565,0.15282,0.1434,0.12543,0.1351,0.12638,0.15555,0.1447,0.12069,0.1613,0.14583,0.11939,0.13201,0.15549
Kayatape,2097,0.14068,0.16362,0.16575,0.16866,0.14205,0.16921,0.14188,0.15691,0.16259,0.15644,0.16742,0.16106,0.1637,0.16264,0.15832,0.16627,0.15871,0.17015,0.14312,0.16174
Kayatape,2098,0.14227,0.17112,0.15257,0.19484,0.13727,0.15985,0.17971,0.1809,0.17043,0.16275,0.19222,0.16497,0.17618,0.17834,0.1462,0.17618,0.16514,0.1805,0.17032,0.1516
Kayatape,2099,0.14467,0.14413,0.12544,0.12915,0.13919,0.15122,0.1538,0.14403,0.13645,0.11787,0.13549,0.14091,0.13049,0.12469,0.13882,0.16766,0.13006,0.10826,0.13935,0.14832
Kayatape,2101,0.14788,0.13071,0.13167,0.12478,0.15823,0.13022,0.13276,0.14595,0.14105,0.14044,0.13059,0.1226,0.16234,0.17238,0.12617,0.13984,0.13403,0.1373,0.15327,0.133
Kayatape,2102,0.15533,0.17442,0.15781,0.18261,0.17504,0.13846,0.1707,0.18112,0.16165,0.1335,0.19439,0.18794,0.19426,0.18657,0.20294,0.21782,0.15719,0.18013,0.14144,0.17355
Kayatape,2103,0.12014,0.1232,0.11025,0.14311,0.12441,0.14475,0.1401,0.14442,0.14967,0.14612,0.15667,0.11675,0.16006,0.1366,0.12949,0.13934,0.13649,0.13808,0.15164,0.13513
Kayatape,2104,0.14907,0.16136,0.19023,0.15548,0.1559,0.17789,0.1558,0.17264,0.15366,0.163,0.17948,0.14594,0.18255,0.16004,0.15866,0.11622,0.16814,0.16788,0.15659,0.16443
Kayatape,2105,0.16019,0.19074,0.16512,0.15851,0.17692,0.20461,0.1566,0.16171,0.16344,0.17536,0.15577,0.15054,0.17604,0.20545,0.15695,0.18333,0.15767,0.16673,0.16786,0.17954
Kayatepe,2108,0.16338,0.15914,0.16223,0.16139,0.16014,0.15564,0.1505,0.16338,0.15538,0.17794,0.1675,0.16226,0.14889,0.16338,0.16435,0.17447,0.15152,0.13989,0.17167,0.14156
Kayatepe,2109,0.16364,0.16078,0.16388,0.19153,0.17055,0.17323,0.16612,0.18521,0.16242,0.17021,0.17102,0.17242,0.15333,0.15616,0.16623,0.18786,0.16908,0.15619,0.16725,0.16633
Kayatepe,2110,0.18988,0.15903,0.15751,0.16757,0.19095,0.17567,0.16885,0.17493,0.18647,0.1792,0.17259,0.16388,0.15656,0.17965,0.17263,0.18056,0.16831,0.1769,0.17246,0.18454
Kayatepe,2111,0.14708,0.17052,0.17806,0.17078,0.17549,0.16728,0.16383,0.16278,0.17625,0.16535,0.16442,0.14388,0.15937,0.17705,0.18425,0.17848,0.15882,0.16632,0.16724,0.16573
Kayatepe,2112,0.15696,0.18666,0.15185,0.17155,0.17298,0.16614,0.16553,0.16267,0.15925,0.1638,0.17025,0.16194,0.16549,0.14956,0.18129,0.17765,0.1577,0.16159,0.18354,0.16267
Kayatepe,2116,0.14708,0.14334,0.17232,0.17107,0.17376,0.17261,0.15956,0.16599,0.15735,0.17136,0.1739,0.16536,0.16004,0.18163,0.16426,0.15582,0.18052,0.17141,0.17054,0.1716
Kayatepe,2117,0.17916,0.16006,0.1768,0.18385,0.16819,0.14253,0.17202,0.16587,0.17039,0.17476,0.15809,0.1643,0.18592,0.16877,0.16118,0.16172,0.17422,0.16736,0.16838,0.15678
Kayatepe,2118,0.15332,0.15945,0.17205,0.16262,0.17679,0.1664,0.15845,0.16075,0.1648,0.17023,0.16084,0.15428,0.1538,0.16819,0.18275,0.18283,0.1704,0.18505,0.17923,0.1601
Kayatepe,2119,0.16638,0.16449,0.14996,0.14361,0.16303,0.15371,0.16888,0.16006,0.14596,0.17695,0.15914,0.16345,0.15749,0.17091,0.1666,0.16228,0.15125,0.16952,0.14743,0.17795
Kayatepe,2121,0.1657,0.16451,0.17121,0.16701,0.16288,0.15441,0.16915,0.16715,0.16178,0.1502,0.16294,0.1796,0.1531,0.16434,0.1711,0.13601,0.1473,0.15902,0.16851,0.1682
Kayatepe,2122,0.16847,0.17114,0.16047,0.18509,0.15556,0.15951,0.16341,0.15995,0.17616,0.1862,0.17055,0.17262,0.15616,0.17939,0.18015,0.18087,0.18429,0.17322,0.17047,0.18361
Kayatepe,2123,0.16968,0.16349,0.17431,0.17172,0.17238,0.16276,0.16625,0.15038,0.17445,0.15335,0.14,0.16397,0.163,0.16508,0.15373,0.1703,0.16238,0.17622,0.14878,0.17553
Kayatepe,2124,0.15169,0.17403,0.17013,0.17525,0.17876,0.16826,0.17702,0.16393,0.16606,0.1779,0.18131,0.16626,0.16212,0.16852,0.1393,0.17187,0.17095,0.17498,0.17219,0.18102
Kayatepe,2127,0.17454,0.19344,0.16609,0.17319,0.17415,0.15919,0.18569,0.18392,0.1771,0.16275,0.17386,0.16541,0.17344,0.16438,0.17013,0.16712,0.16857,0.15909,0.15138,0.16001
Kayatepe,2128,0.159,0.16937,0.17045,0.18095,0.15365,0.16159,0.17504,0.16846,0.17651,0.13761,0.17035,0.17077,0.1582,0.1583,0.15256,0.16706,0.16541,0.17262,0.17126,0.17231
Kayatepe,2129,0.1674,0.15336,0.15232,0.17732,0.15343,0.16086,0.16882,0.14859,0.15647,0.14885,0.16032,0.15778,0.15428,0.17832,0.16597,0.14555,0.16767,0.16797,0.17555,0.15382
Kayatepe,2130,0.14914,0.17086,0.16257,0.18598,0.18322,0.16609,0.16332,0.17355,0.16395,0.1654,0.18586,0.16219,0.16797,0.15598,0.15403,0.16081,0.16722,0.16734,0.1701,0.18027
Kayatepe,2131,0.1708,0.16268,0.1743,0.14898,0.16989,0.16023,0.16677,0.17076,0.15327,0.1574,0.15386,0.18576,0.16356,0.14399,0.15935,0.16572,0.16664,0.16668,0.15656,0.14973
